song_id,arousal,valence
1278,4.1,5.1
1279,4.2,5.6
1280,5.4,5.9
1281,4.5,5.4
1282,6.4,6.8
1283,5.2,3.3
1284,6.6,6.3
1285,4.9,5.1
1286,3.0,3.8
1287,4.3,4.5
1288,3.4,5.2
1289,4.4,5.0
1290,6.6,6.6
1291,2.5,3.6
1292,5.2,5.6
1293,5.1,5.7
1294,5.5,5.9
1295,6.4,6.9
1296,5.9,5.0
1297,3.7,4.8
1298,5.6,6.9
1299,4.7,4.5
1300,4.5,6.0
1301,2.8,4.4
1302,3.8,4.4
1303,6.5,6.1
1304,6.3,5.2
1305,6.2,4.7
1306,5.3,5.3
1307,5.4,5.1
1308,5.3,5.8
1309,7.4,6.5
1310,4.4,5.1
1311,3.5,4.1
1312,4.0,5.3
1313,3.0,4.2
1314,4.1,4.1
1315,6.4,7.0
1316,4.0,5.2
1317,6.2,5.3
1318,4.3,4.8
1319,5.6,6.5
1320,6.5,3.8
1321,5.7,4.5
1322,5.5,6.5
1323,5.0,5.5
1324,6.7,6.1
1325,5.8,5.9
1326,5.0,6.1
1327,2.8,5.5
1328,2.7,4.4
1329,4.2,5.3
1330,7.2,5.7
1331,4.4,5.3
1332,2.3,2.5
1333,5.7,4.5
1334,7.8,3.8
1335,5.6,5.4
1336,2.7,3.6
1337,6.5,5.0
1338,6.4,6.2
1339,6.8,7.2
1340,5.7,6.4
1341,3.2,3.5
1342,6.4,6.5
1343,5.4,6.0
1344,5.5,6.3
1345,2.9,4.5
1346,5.6,6.5
1347,4.0,4.6
1348,6.3,5.8
1349,5.2,5.2
1350,2.6,4.0
1351,5.9,6.3
1352,6.4,6.7
1353,6.4,5.3
1354,2.0,4.6
1355,3.8,6.3
1356,5.2,5.2
1357,6.0,4.5
1358,6.0,6.0
1359,3.4,3.6
1360,2.9,5.5
1361,2.5,4.4
1362,5.4,4.4
1363,3.6,5.1
1364,6.2,4.3
1365,6.4,6.5
1366,6.3,5.4
1367,7.2,7.1
1368,3.3,3.4
1369,6.6,6.8
1370,4.1,4.3
1371,5.4,5.7
1372,5.2,4.8
1373,5.7,6.6
1374,4.1,6.0
1375,5.6,5.6
1376,6.6,7.0
1377,3.1,3.7
1378,5.7,5.5
1379,5.7,5.8
1380,4.5,4.1
1381,7.1,6.1
1382,4.7,4.8
1383,3.0,5.6
1384,5.4,5.8
1385,6.0,6.0
1386,5.0,5.9
1387,4.5,6.1
1388,7.8,6.8
1389,3.3,4.2
1390,6.3,6.1
1391,5.7,4.3
1392,6.7,6.2
1393,4.1,6.2
1394,4.1,6.0
1395,3.5,4.7
1396,6.0,6.1
1397,3.3,4.3
1398,7.6,6.9
1399,6.4,6.1
1400,5.8,5.6
1401,5.3,5.8
1402,2.5,5.6
1403,5.1,5.6
1404,2.7,3.8
1405,2.2,3.7
1406,3.7,3.9
1407,3.8,3.6
1408,5.0,4.2
1409,3.7,4.9
1410,4.4,6.0
1411,2.7,3.9
1412,3.2,4.6
1413,4.1,4.3
1414,4.0,3.7
1415,4.7,5.7
1416,2.7,4.4
1417,2.4,4.6
1418,3.8,4.3
1419,2.5,3.7
1420,3.1,4.8
1421,3.2,4.2
1422,2.8,4.1
1423,5.5,4.2
1424,3.5,4.5
1425,5.2,5.1
1426,6.4,6.6
1427,4.9,5.0
1428,3.5,4.7
1429,2.3,3.0
1430,3.2,4.6
1431,4.1,4.1
1432,2.6,3.7
1433,3.6,4.0
1434,2.8,3.7
1435,5.3,3.6
1436,3.8,4.7
1437,4.5,5.1
1438,2.9,3.6
1439,2.9,4.1
1440,4.9,5.1
1441,4.0,5.0
1442,2.8,5.3
1443,2.9,5.8
1444,3.1,4.6
1445,3.6,5.1
1446,3.2,5.8
1447,4.1,4.4
1448,4.4,4.4
1449,4.1,4.6
1450,5.0,5.7
1451,4.8,5.1
1452,3.9,4.2
1453,3.8,4.0
1454,3.6,5.2
1455,4.2,4.1
1456,2.2,4.3
1457,4.8,5.4
1458,4.7,4.2
1459,5.1,5.4
1460,3.9,4.8
1461,4.2,5.3
1462,3.9,4.8
1463,3.0,3.3
1464,4.4,4.8
1465,3.7,5.2
1466,4.5,6.1
1467,4.2,4.0
1468,2.0,3.7
1469,3.2,3.1
1470,3.2,5.1
1471,6.8,7.3
1472,5.2,5.0
1473,6.0,6.1
1474,6.4,6.6
1475,3.2,4.3
1476,5.1,4.5
1477,4.5,5.1
1478,3.5,5.1
1479,5.1,5.0
1480,5.3,4.8
1481,3.7,3.9
1482,3.4,4.3
1483,3.8,3.9
1484,3.8,4.4
1485,3.8,4.7
1486,2.9,3.7
1487,2.4,4.3
1488,3.9,4.9
1489,4.6,4.9
1490,3.1,3.8
1491,5.2,4.8
1492,2.8,3.3
1493,6.1,4.0
1494,3.8,4.9
1495,3.9,4.4
1496,5.8,6.1
1497,3.6,4.4
1498,3.8,4.8
1499,4.5,4.8
1500,3.2,3.8
1501,4.9,5.0
1502,7.0,7.2
1503,4.1,5.9
1504,5.9,6.0
1505,4.9,4.2
1506,4.8,5.0
1507,5.7,5.5
1508,5.3,5.9
1509,5.4,5.9
1510,5.6,4.1
1511,5.6,5.5
1512,5.2,3.8
1513,6.3,6.1
1514,5.4,4.6
1515,4.8,4.4
1516,4.9,5.6
1517,5.0,6.0
1518,6.3,6.1
1519,5.6,5.0
1520,5.3,5.3
1521,4.9,4.8
1522,5.7,5.2
1523,4.8,6.9
1524,4.4,5.6
1525,4.5,4.5
1526,5.9,5.9
1527,4.7,4.5
1528,4.6,5.5
1529,5.7,5.4
1530,4.2,6.2
1531,4.8,5.1
1532,5.6,5.8
1533,5.3,5.2
1534,5.7,5.7
1535,5.3,5.4
1536,3.4,4.8
1537,3.4,5.9
1538,4.7,6.3
1539,4.7,4.4
1540,5.1,5.7
1541,4.6,5.2
1542,5.5,5.5
1543,5.4,6.1
1544,5.4,6.4
1545,4.8,4.8
1546,4.4,5.3
1547,5.8,4.0
1548,3.7,4.6
1549,5.2,4.9
1550,3.7,4.8
1551,5.4,5.6
1552,5.6,5.6
1553,5.9,5.6
1554,4.5,5.8
1555,2.9,4.4
1556,6.1,4.7
1557,6.3,5.5
1558,5.9,3.4
1559,5.2,5.8
1560,5.2,5.2
1561,6.0,5.0
1562,6.3,4.8
1563,5.7,5.1
1564,6.4,6.1
1565,4.9,4.6
1566,5.3,6.2
1567,5.0,4.0
1568,6.0,5.4
1569,5.8,5.6
1570,4.6,5.2
1571,6.9,4.4
1572,5.0,5.5
1573,3.6,4.9
1574,5.4,5.9
1575,5.1,5.2
1576,3.9,5.4
1577,4.7,5.2
1578,4.8,5.9
1579,4.9,5.8
1580,5.2,6.1
1581,6.1,6.5
1582,5.4,5.9
1583,5.2,5.6
1584,4.6,4.9
1585,3.9,5.0
1586,5.0,4.3
1587,5.5,5.0
1588,5.8,4.9
1589,6.1,5.8
1590,6.2,4.2
1591,4.7,5.9
1592,6.4,6.1
1593,3.5,4.7
1594,5.4,5.6
1595,5.9,5.6
1596,5.1,5.5
1597,5.0,5.5
1598,5.5,4.3
1599,4.1,3.6
1600,5.6,5.6
1601,5.3,5.0
1602,3.7,5.0
1603,3.9,5.4
1604,3.6,4.5
1605,4.0,5.6
1606,4.9,5.6
1607,3.0,4.5
1608,7.0,4.5
1609,6.5,6.4
1610,4.1,6.4
1611,6.2,5.7
1612,3.1,3.8
1613,6.6,6.2
1614,4.6,6.6
1615,4.6,5.7
1616,5.5,4.8
1617,5.9,6.1
1618,3.9,6.1
1619,5.3,5.2
1620,5.7,6.3
1621,6.0,6.1
1622,5.9,6.0
1623,5.3,5.6
1624,6.4,5.7
1625,4.4,4.9
1626,6.0,6.1
1627,3.9,4.4
1628,4.8,4.7
1629,6.3,6.4
1630,5.4,6.0
1631,4.8,5.7
1632,3.4,5.2
1633,6.3,6.5
1634,6.1,5.5
1635,6.1,6.8
1636,5.2,4.6
1637,3.6,5.5
1638,3.9,5.9
1639,5.3,5.3
1640,6.1,6.6
1641,5.3,4.6
1642,4.9,5.1
1643,4.3,4.4
1644,5.9,5.0
1645,5.7,5.8
1646,3.7,4.5
1647,5.8,7.1
1648,2.5,3.9
1649,6.0,6.1
1650,4.7,5.9
1651,6.0,4.8
1652,6.3,7.2
1653,3.1,4.3
1654,3.1,4.8
1655,6.1,6.1
1656,4.0,4.7
1657,5.7,5.6
1658,5.9,6.2
1659,4.6,4.6
1660,5.5,5.2
1661,6.3,5.7
1662,6.0,6.1
1663,4.9,4.6
1664,4.0,4.2
1665,5.7,5.6
1666,3.3,3.8
1667,7.5,6.0
1668,5.5,5.5
1669,4.9,5.5
1670,5.4,5.9
1671,3.3,4.2
1672,2.6,4.4
1673,5.9,6.1
1674,5.3,5.0
1675,5.7,5.5
1676,4.9,5.6
1677,6.4,6.8
1678,4.2,5.1
1679,5.6,5.4
1680,6.1,6.8
1681,3.5,5.0
1682,5.8,6.1
1683,4.8,6.0
1684,5.0,5.1
1685,4.5,5.4
1686,3.3,3.7
1687,4.7,5.1
1688,4.7,5.2
1689,6.4,7.1
1690,4.6,5.4
1691,3.6,3.7
1692,3.3,3.8
1693,3.8,4.4
1694,6.1,4.5
1695,5.6,5.7
1696,3.3,3.8
1697,2.8,3.3
1698,4.5,4.5
1699,5.0,5.1
1700,5.0,5.6
1701,3.1,4.0
1702,3.9,4.1
1703,6.7,5.3
1704,6.4,5.3
1705,4.4,4.0
1706,4.0,4.9
1707,4.0,3.5
1708,3.6,4.2
1709,3.8,4.0
1710,2.9,3.6
1711,3.2,5.0
1712,2.9,4.4
1713,5.7,6.2
1714,4.0,6.1
1715,5.6,5.9
1716,5.4,5.8
1717,4.8,6.0
1718,3.5,4.7
1719,3.3,5.0
1720,6.0,7.5
1721,2.9,4.2
1722,3.1,5.0
1723,3.4,4.3
1724,3.3,3.7
1725,4.4,5.2
1726,3.2,4.6
1727,4.7,4.9
1728,4.7,3.1
1729,5.4,5.1
1730,3.9,5.3
1731,3.6,4.2
1732,3.0,4.2
1733,3.3,3.8
1734,5.2,5.1
1735,3.0,4.7
1736,3.1,4.7
1737,3.6,3.6
1738,4.8,2.8
1739,2.8,3.7
1740,4.3,5.3
1741,3.5,3.3
1742,5.1,6.8
1743,6.5,6.8
1744,4.3,4.9
1745,5.9,7.1
1746,4.8,5.7
1747,2.9,4.3
1748,4.1,5.4
1749,4.6,6.7
1750,5.3,4.7
1751,4.3,4.1
1752,6.1,5.5
1753,3.4,3.2
1754,2.4,4.2
1755,5.7,6.4
1756,3.9,4.4
1757,3.1,5.0
1758,3.0,5.4
1759,4.7,5.4
1760,4.1,4.3
1761,7.1,7.9
1762,5.4,6.1
1763,3.5,4.4
1764,4.0,4.9
1765,4.6,5.8
1766,3.0,3.7
1767,2.4,3.8
1768,3.1,4.1
1769,5.3,5.9
1770,2.9,4.5
1771,5.3,4.9
1772,4.3,5.6
1773,4.1,5.4
1774,4.8,4.9
1775,3.0,4.6
1776,3.8,4.8
1777,4.4,5.3
1778,3.2,4.4
1779,2.9,5.7
1780,3.5,4.8
1781,2.7,4.2
1782,5.2,4.7
1783,3.3,4.2
1784,5.1,5.5
1785,5.2,5.6
1786,3.1,4.2
1787,3.4,3.9
1788,6.0,3.6
1789,5.1,5.9
1790,3.3,3.8
1791,3.3,5.3
1792,5.1,6.1
1793,4.2,5.1
1794,3.7,4.2
1795,3.0,3.9
1796,6.0,5.8
1797,4.1,3.6
1798,4.0,5.7
1799,4.5,5.8
1800,2.6,3.4
1801,2.8,3.4
1802,6.6,5.7
1803,3.6,4.1
1804,5.9,5.7
1805,4.9,5.7
1806,6.2,6.5
1807,5.3,5.7
1808,5.3,5.4
1809,4.1,4.0
1810,4.0,4.1
1811,4.7,4.6
1812,5.0,5.0
1813,5.7,6.1
1814,5.8,6.0
1815,5.8,6.4
1816,4.5,5.0
1817,6.0,6.6
1818,3.2,4.3
1819,4.1,4.1
1820,4.4,4.5
1821,6.6,6.2
1822,3.5,4.7
1823,5.6,2.7
1824,5.7,6.2
1825,4.5,4.8
1826,3.7,5.1
1827,6.7,5.6
1828,6.6,5.8
1829,3.6,4.8
1830,5.3,5.7
1831,5.6,6.2
1832,5.2,5.7
1833,3.2,4.5
1834,5.7,6.3
1835,3.2,5.3
1836,4.6,5.6
1837,2.9,4.2
1838,5.0,4.6
1839,5.7,6.0
1840,5.4,4.8
1841,3.1,4.6
1842,6.3,5.8
1843,4.7,4.9
1844,5.5,6.1
1845,5.9,5.9
1846,5.8,5.8
1847,2.6,3.2
1848,5.0,5.5
1849,5.8,6.0
1850,2.7,3.7
1851,3.3,4.6
1852,4.7,4.1
1853,5.7,6.5
1854,4.5,5.2
1855,6.0,5.4
1856,6.7,6.1
1857,5.0,5.3
1858,5.6,5.2
1859,5.0,5.2
1860,3.5,3.7
1861,5.0,5.1
1862,4.9,5.1
1863,5.7,6.4
1864,7.4,6.1
1865,5.9,6.8
1866,4.5,4.8
1867,4.0,4.2
1868,5.0,5.8
1869,3.7,4.1
1870,5.6,5.4
1871,6.6,6.4
1872,4.2,4.5
1873,3.4,4.7
1874,6.3,5.0
1875,6.2,6.3
1876,5.0,6.3
1877,5.5,6.2
1878,6.3,6.7
1879,6.4,5.4
1880,3.2,5.4
1881,5.2,5.0
1882,6.2,5.5
1883,4.5,5.6
1884,5.6,6.5
1885,3.9,3.9
1886,3.0,4.1
1887,5.8,6.0
1888,3.2,3.4
1889,5.5,5.6
1890,5.8,6.0
1891,3.5,5.0
1892,6.1,5.1
1893,6.2,6.3
1894,4.8,4.8
1895,5.9,6.5
1896,2.1,4.9
1897,3.8,4.2
1898,4.2,5.1
1899,4.1,5.0
1900,6.7,6.5
1901,6.4,5.2
1902,7.3,4.4
1903,6.9,3.2
1904,3.4,4.1
1905,6.5,3.7
1906,6.2,4.4
1907,6.5,4.9
1908,5.1,5.2
1909,5.0,4.9
1910,3.3,3.8
1911,5.4,4.3
1912,5.5,5.4
1913,6.5,6.0
1914,6.3,5.3
1915,6.5,6.3
1916,6.3,5.4
1917,4.6,4.1
1918,4.6,3.4
1919,5.4,4.5
1920,6.4,5.7
1921,6.5,4.4
1922,5.8,5.6
1923,6.2,6.4
1924,5.7,5.3
1925,4.5,4.9
1926,6.1,5.2
1927,4.6,5.6
1928,5.6,3.7
1929,6.7,5.1
1930,4.0,4.6
1931,5.5,4.7
1932,6.0,4.8
1933,7.0,5.2
1934,3.8,5.8
1935,4.4,4.7
1936,3.0,2.9
1937,3.9,4.3
1938,7.0,5.6
1939,3.2,4.4
1940,5.6,5.1
1941,4.4,5.2
1942,6.8,6.4
1943,4.4,4.2
1944,5.1,6.1
1945,6.1,6.0
1946,6.0,4.0
1947,7.4,5.0
1948,6.7,4.0
1949,5.1,2.2
1950,3.4,3.8
1951,4.0,4.6
1952,4.4,4.1
1953,4.4,5.1
1954,5.7,6.7
1955,6.5,5.5
1956,5.9,5.4
1957,4.8,4.8
1958,5.1,4.8
1959,5.8,4.7
1960,6.7,4.5
1961,5.3,5.9
1962,5.0,4.4
1963,5.5,3.9
1964,6.7,3.6
1965,3.5,3.3
1966,5.0,3.6
1967,6.9,4.7
1968,6.18,4.6
1969,5.7,3.7
1970,7.1,5.9
1971,5.5,5.5
1972,5.9,6.0
1973,4.3,4.3
1974,4.7,3.4
1975,5.6,4.7
1976,5.4,4.9
1977,5.2,4.7
1978,6.5,6.5
1979,7.2,5.5
1980,5.4,5.5
1981,5.8,5.1
1982,4.5,4.5
1983,3.4,2.9
1984,2.9,3.7
1985,5.6,4.8
1986,5.1,4.0
1987,6.3,6.5
1988,5.8,5.5
1989,5.7,5.0
1990,4.1,4.2
1991,6.0,5.0
1992,6.8,4.9
1993,7.0,3.5
1994,3.5,3.8
1995,4.7,4.7
1996,5.9,3.9
1997,3.9,5.3
1998,6.2,6.4
1999,5.4,4.6
2000,6.0,5.8
